customer_id,età,prezzo_abbonamento,media_presenze_sett,giorni_da_ultima_presenza,ha_rinnovato,churn,anno_iscrizione,mese_iscrizione,mese_ultima_presenza,tipo_abbonamento_encoder,sesso_F,sesso_M
CUST0417,44,30,0.85,82,False,1,2025,2,4,1,False,True
CUST0418,24,30,2.31,4,True,0,2024,4,6,1,True,False
CUST0419,47,30,0.25,83,False,1,2024,5,3,1,True,False
CUST0420,48,280,2.71,17,True,0,2023,7,6,0,False,True
CUST0421,46,30,1.78,26,True,0,2023,10,5,1,False,True
CUST0422,56,80,0.75,110,False,1,2023,9,3,2,False,True
CUST0423,58,280,1.76,16,True,0,2024,6,6,0,False,True
CUST0424,57,280,2.82,1,True,0,2024,12,6,0,False,True
CUST0425,52,30,3.01,20,True,0,2024,11,6,1,True,False
CUST0426,36,30,2.77,6,True,0,2023,7,6,1,False,True
CUST0427,45,30,1.53,29,False,0,2024,4,5,1,True,False
CUST0428,47,80,2.28,4,True,0,2023,11,6,2,False,True
CUST0429,44,30,1.64,31,True,0,2024,3,5,1,False,True
CUST0430,29,30,1.6,16,True,0,2023,10,6,1,True,False
CUST0431,43,30,2.18,32,True,0,2023,7,5,1,True,False
CUST0432,31,30,2.91,43,True,0,2024,2,5,1,False,True
CUST0433,29,30,0.98,21,True,0,2023,8,6,1,True,False
CUST0434,46,30,1.19,25,False,0,2024,2,5,1,True,False
CUST0435,49,30,3.06,18,True,0,2023,6,6,1,True,False
CUST0436,28,280,1.78,1,True,0,2023,8,6,0,True,False
CUST0437,56,280,1.4,14,True,0,2025,1,6,0,True,False
CUST0438,46,280,3.06,10,True,0,2023,6,6,0,False,True
CUST0439,44,30,3.16,2,True,0,2024,11,6,1,True,False
CUST0440,34,280,1.58,11,True,0,2024,11,6,0,False,True
CUST0441,55,80,2.22,14,True,0,2024,1,6,2,True,False
CUST0442,51,30,0.61,105,False,1,2024,9,3,1,True,False
CUST0443,41,30,1.3,26,False,0,2024,5,5,1,False,True
CUST0444,35,30,3.76,14,True,0,2023,11,6,1,True,False
CUST0445,63,280,0.34,39,False,1,2024,3,5,0,True,False
CUST0446,34,30,0.45,97,False,1,2024,10,3,1,True,False
CUST0447,24,30,1.91,2,True,0,2023,7,6,1,True,False
CUST0448,46,280,2.37,58,False,1,2024,9,4,0,True,False
CUST0449,42,80,2.75,13,True,0,2023,10,6,2,False,True
CUST0450,24,30,1.79,16,True,0,2023,7,6,1,False,True
CUST0451,26,80,2.8,5,True,0,2024,3,6,2,True,False
CUST0452,39,30,2.18,1,True,0,2023,7,6,1,True,False
CUST0453,30,80,3.0,16,True,0,2024,4,6,2,True,False
CUST0454,25,30,2.03,17,True,0,2023,11,6,1,False,True
CUST0455,64,80,2.63,45,False,1,2023,10,5,2,True,False
CUST0456,55,30,2.89,10,True,0,2023,12,6,1,False,True
CUST0457,55,30,1.8,55,True,0,2024,12,4,1,True,False
CUST0458,25,30,0.82,25,False,0,2024,11,5,1,True,False
CUST0459,34,80,2.48,11,True,0,2024,3,6,2,False,True
CUST0460,63,30,0.5,76,False,1,2025,3,4,1,True,False
CUST0461,45,80,2.31,19,True,0,2025,2,6,2,False,True
CUST0462,50,30,2.53,9,True,0,2024,7,6,1,True,False
CUST0463,58,30,2.11,12,True,0,2024,8,6,1,False,True
CUST0464,47,30,2.26,0,True,0,2024,7,6,1,False,True
CUST0465,56,30,3.04,1,True,0,2024,8,6,1,True,False
CUST0466,55,30,1.94,53,True,0,2024,6,4,1,True,False
CUST0467,32,280,2.01,1,True,0,2025,3,6,0,False,True
CUST0468,59,280,2.64,11,True,0,2024,2,6,0,False,True
CUST0469,20,80,0.26,50,False,1,2024,11,5,2,True,False
CUST0470,26,280,2.53,20,False,0,2024,4,6,0,True,False
CUST0471,58,80,2.57,26,True,0,2023,8,5,2,False,True
CUST0472,25,80,2.95,7,True,0,2024,9,6,2,False,True
CUST0473,64,30,2.82,6,True,0,2023,7,6,1,True,False
CUST0474,28,30,3.01,34,False,1,2024,5,5,1,True,False
CUST0475,39,30,3.09,2,True,0,2024,12,6,1,False,True
CUST0476,58,80,3.34,9,True,0,2023,8,6,2,True,False
CUST0477,29,30,1.18,37,True,0,2023,11,5,1,False,True
CUST0478,29,80,3.68,12,True,0,2023,8,6,2,True,False
CUST0479,36,80,2.29,13,True,0,2023,11,6,2,False,True
CUST0480,53,280,2.76,12,True,0,2024,4,6,0,False,True
CUST0481,49,30,1.1,58,True,0,2023,9,4,1,True,False
CUST0482,35,280,0.85,20,True,0,2024,9,6,0,True,False
CUST0483,49,30,2.88,8,True,0,2023,7,6,1,False,True
CUST0484,20,30,1.93,42,True,0,2024,2,5,1,True,False
CUST0485,46,80,0.78,29,True,0,2023,9,5,2,False,True
CUST0486,50,280,3.05,6,True,0,2024,11,6,0,True,False
CUST0487,48,30,1.42,38,False,1,2024,5,5,1,False,True
CUST0488,37,80,0.64,51,False,1,2025,4,5,2,True,False
CUST0489,37,30,1.77,17,True,0,2024,8,6,1,False,True
CUST0490,49,80,2.68,55,True,0,2023,10,4,2,True,False
CUST0491,53,30,2.27,1,True,0,2025,2,6,1,True,False
CUST0492,32,30,2.8,1,True,0,2024,1,6,1,False,True
CUST0493,29,30,3.07,2,True,0,2024,11,6,1,True,False
CUST0494,62,280,2.46,32,True,0,2024,2,5,0,True,False
CUST0495,52,280,0.73,70,False,1,2024,8,4,0,True,False
CUST0496,25,80,2.66,3,True,0,2024,7,6,2,True,False
CUST0497,62,30,2.35,8,True,0,2023,7,6,1,False,True
CUST0498,64,30,1.38,13,True,0,2024,11,6,1,False,True
CUST0499,19,280,2.62,6,True,0,2025,2,6,0,True,False
CUST0500,23,280,2.69,16,True,0,2023,8,6,0,False,True
CUST0501,19,30,0.47,79,False,1,2023,7,4,1,True,False
CUST0502,54,30,3.05,4,True,0,2023,11,6,1,True,False
CUST0503,53,30,2.15,12,True,0,2025,2,6,1,False,True
CUST0504,40,280,2.72,14,True,0,2025,4,6,0,True,False
CUST0505,31,30,2.35,15,True,0,2024,6,6,1,True,False
CUST0506,27,30,2.06,9,True,0,2024,2,6,1,True,False
CUST0507,22,30,2.71,19,True,0,2023,8,6,1,False,True
CUST0508,25,80,0.11,87,False,1,2024,11,3,2,True,False
CUST0509,60,30,1.74,4,True,0,2025,1,6,1,True,False
CUST0510,64,80,2.55,51,True,0,2024,11,5,2,True,False
CUST0511,61,280,1.62,42,False,1,2023,11,5,0,True,False
CUST0512,64,280,2.61,29,True,0,2023,11,5,0,False,True
CUST0513,37,80,3.12,28,True,0,2024,7,5,2,True,False
CUST0514,19,80,2.86,8,True,0,2024,9,6,2,True,False
CUST0515,46,80,2.53,0,True,0,2024,4,6,2,False,True
CUST0516,52,30,0.56,114,False,1,2024,4,2,1,True,False
CUST0517,29,30,0.23,64,False,1,2024,7,4,1,False,True
CUST0518,41,30,1.55,57,False,1,2024,11,4,1,False,True
CUST0519,64,80,0.62,87,False,1,2023,7,3,2,True,False
CUST0520,40,80,0.75,58,True,0,2024,6,4,2,True,False
CUST0521,62,30,0.53,96,False,1,2024,7,3,1,True,False
CUST0522,33,80,2.81,17,True,0,2024,7,6,2,True,False
CUST0523,38,80,0.76,15,True,0,2024,11,6,2,False,True
CUST0524,25,80,2.25,43,True,0,2024,12,5,2,False,True
CUST0525,39,30,2.42,14,True,0,2024,12,6,1,True,False
CUST0526,51,80,1.48,15,False,0,2023,7,6,2,False,True
CUST0527,34,30,3.5,7,True,0,2023,8,6,1,True,False
CUST0528,64,30,2.3,7,True,0,2024,3,6,1,False,True
CUST0529,42,280,1.7,18,False,0,2025,4,6,0,True,False
CUST0530,50,80,2.82,0,True,0,2025,2,6,2,False,True
CUST0531,22,80,0.7,55,True,0,2023,10,4,2,True,False
CUST0532,43,80,2.47,1,True,0,2024,3,6,2,True,False
CUST0533,30,80,1.73,23,True,0,2024,7,5,2,True,False
CUST0534,30,30,2.65,8,True,0,2025,4,6,1,True,False
CUST0535,55,80,0.26,48,False,1,2023,9,5,2,True,False
CUST0536,55,30,1.92,33,True,0,2025,3,5,1,True,False
CUST0537,58,30,0.71,67,False,1,2024,9,4,1,True,False
CUST0538,36,280,1.39,59,True,0,2025,3,4,0,True,False
CUST0539,24,30,2.56,14,True,0,2025,4,6,1,False,True
CUST0540,18,30,3.09,11,True,0,2025,2,6,1,False,True
CUST0541,36,80,3.51,0,True,0,2024,9,6,2,True,False
CUST0542,49,280,2.35,16,True,0,2023,8,6,0,True,False
CUST0543,28,30,1.48,49,False,1,2023,12,5,1,False,True
CUST0544,25,80,3.13,13,True,0,2025,3,6,2,False,True
CUST0545,26,30,1.99,17,True,0,2024,3,6,1,False,True
CUST0546,38,80,0.36,40,True,0,2025,4,5,2,False,True
CUST0547,53,30,0.55,59,False,1,2024,4,4,1,False,True
CUST0548,60,30,0.99,92,False,1,2025,3,3,1,True,False
CUST0549,61,30,2.66,10,True,0,2024,10,6,1,True,False
CUST0550,62,80,2.03,35,True,0,2024,2,5,2,False,True
CUST0551,42,280,1.7,50,True,0,2024,6,5,0,False,True
CUST0552,28,280,0.27,95,False,1,2023,7,3,0,False,True
CUST0553,21,80,2.36,15,True,0,2025,2,6,2,True,False
CUST0554,63,280,3.73,14,True,0,2023,9,6,0,True,False
CUST0555,59,280,2.99,3,True,0,2024,4,6,0,False,True
CUST0556,47,280,2.66,17,True,0,2023,12,6,0,True,False
CUST0557,43,280,1.45,39,True,0,2023,7,5,0,True,False
CUST0558,47,30,1.12,25,True,0,2024,1,5,1,True,False
CUST0559,59,80,2.76,9,True,0,2024,12,6,2,True,False
CUST0560,53,80,2.48,34,False,1,2024,5,5,2,False,True
CUST0561,18,30,1.45,58,False,1,2023,12,4,1,False,True
CUST0562,62,80,0.54,91,False,1,2024,11,3,2,True,False
CUST0563,38,30,2.77,8,True,0,2024,5,6,1,False,True
CUST0564,43,280,1.97,8,True,0,2023,9,6,0,True,False
CUST0565,59,30,2.74,7,True,0,2023,10,6,1,True,False
CUST0566,41,30,0.37,30,False,0,2025,3,5,1,True,False
CUST0567,21,80,2.69,17,True,0,2024,2,6,2,True,False
CUST0568,41,30,2.72,18,True,0,2023,8,6,1,False,True
CUST0569,42,80,2.95,17,True,0,2023,12,6,2,True,False
CUST0570,36,30,1.33,50,True,0,2025,3,5,1,True,False
CUST0571,22,30,0.16,91,False,1,2024,1,3,1,True,False
CUST0572,52,30,1.25,58,True,0,2023,9,4,1,True,False
CUST0573,34,80,2.73,15,True,0,2024,4,6,2,False,True
CUST0574,54,80,1.01,29,True,0,2025,1,5,2,False,True
CUST0575,28,30,2.18,9,True,0,2025,2,6,1,False,True
CUST0576,26,80,1.12,28,True,0,2024,9,5,2,False,True
CUST0577,42,30,2.58,1,True,0,2023,9,6,1,True,False
CUST0578,52,30,2.1,6,True,0,2024,4,6,1,True,False
CUST0579,56,30,2.65,55,True,0,2024,3,4,1,False,True
CUST0580,28,80,3.02,6,True,0,2025,1,6,2,False,True
CUST0581,21,80,1.14,40,True,0,2024,4,5,2,True,False
CUST0582,55,80,0.55,86,False,1,2023,10,3,2,False,True
CUST0583,53,80,2.63,7,True,0,2023,9,6,2,True,False
CUST0584,54,280,0.36,47,True,0,2024,12,5,0,False,True
CUST0585,50,30,0.97,114,False,1,2025,3,2,1,False,True
CUST0586,58,80,2.52,6,True,0,2025,2,6,2,False,True
CUST0587,19,30,0.27,104,False,1,2024,2,3,1,True,False
CUST0588,22,280,0.57,88,False,1,2024,1,3,0,True,False
CUST0589,55,30,0.03,116,False,1,2024,1,2,1,True,False
CUST0590,20,80,0.15,88,False,1,2024,12,3,2,False,True
CUST0591,23,280,1.88,1,True,0,2024,12,6,0,False,True
CUST0592,40,80,2.85,11,True,0,2024,7,6,2,False,True
CUST0593,51,80,3.47,19,True,0,2023,7,6,2,False,True
CUST0594,25,80,0.67,66,False,1,2025,1,4,2,True,False
CUST0595,30,280,1.55,43,True,0,2024,12,5,0,True,False
CUST0596,48,30,2.58,14,True,0,2024,1,6,1,True,False
CUST0597,47,30,0.08,99,False,1,2024,9,3,1,False,True
CUST0598,33,30,2.42,26,True,0,2024,8,5,1,False,True
CUST0599,37,80,0.65,17,False,0,2024,6,6,2,True,False
CUST0600,33,30,2.12,12,True,0,2024,2,6,1,False,True
CUST0601,47,80,2.89,19,True,0,2023,10,6,2,False,True
CUST0602,23,80,1.63,36,True,0,2024,10,5,2,False,True
CUST0603,50,80,0.41,60,False,1,2025,2,4,2,True,False
CUST0604,29,30,1.3,52,False,1,2023,9,5,1,True,False
CUST0605,62,30,0.38,110,False,1,2024,2,3,1,False,True
CUST0606,58,80,2.54,1,True,0,2024,6,6,2,False,True
CUST0607,28,30,2.85,2,True,0,2024,6,6,1,True,False
CUST0608,40,80,2.68,3,True,0,2024,8,6,2,True,False
CUST0609,54,30,3.2,19,True,0,2025,2,6,1,True,False
CUST0610,59,80,2.28,11,True,0,2023,7,6,2,False,True
CUST0611,41,30,3.08,9,True,0,2025,4,6,1,False,True
CUST0612,47,280,1.9,28,True,0,2023,11,5,0,True,False
CUST0613,31,30,0.68,117,False,1,2024,1,2,1,False,True
CUST0614,32,80,2.77,2,True,0,2024,3,6,2,True,False
CUST0615,35,30,0.23,64,False,1,2024,10,4,1,True,False
CUST0616,35,30,1.34,24,True,0,2023,6,5,1,False,True
CUST0617,50,280,1.64,50,True,0,2024,7,5,0,False,True
CUST0618,48,30,1.14,28,False,0,2024,11,5,1,False,True
CUST0619,52,30,2.97,8,True,0,2023,9,6,1,False,True
CUST0620,23,80,2.2,12,True,0,2024,1,6,2,False,True
CUST0621,51,80,1.37,18,False,0,2024,10,6,2,False,True
CUST0622,42,80,2.53,14,True,0,2024,10,6,2,False,True
CUST0623,49,30,1.87,46,False,1,2025,4,5,1,True,False
CUST0624,45,80,2.86,12,True,0,2024,11,6,2,True,False
CUST0625,49,280,2.27,10,True,0,2024,1,6,0,False,True
CUST0626,19,280,1.35,37,True,0,2024,1,5,0,True,False
CUST0627,19,80,3.25,10,True,0,2024,6,6,2,False,True
CUST0628,48,30,2.19,14,True,0,2023,8,6,1,True,False
CUST0629,33,30,2.35,15,True,0,2024,11,6,1,False,True
CUST0630,50,80,0.12,48,False,1,2025,4,5,2,True,False
CUST0631,54,30,0.69,96,False,1,2025,4,3,1,True,False
CUST0632,46,30,0.79,96,False,1,2024,6,3,1,True,False
CUST0633,54,30,1.8,49,False,1,2024,7,5,1,True,False
CUST0634,24,80,2.3,13,True,0,2024,12,6,2,False,True
CUST0635,22,280,0.15,99,False,1,2024,7,3,0,False,True
CUST0636,19,30,2.46,41,False,1,2024,9,5,1,False,True
CUST0637,38,30,2.31,9,True,0,2024,8,6,1,False,True
CUST0638,40,30,0.43,53,False,1,2024,12,4,1,True,False
CUST0639,43,80,0.81,97,False,1,2024,5,3,2,True,False
CUST0640,35,30,2.49,4,True,0,2025,3,6,1,True,False
CUST0641,52,80,1.91,25,True,0,2024,3,5,2,True,False
CUST0642,38,280,2.01,40,False,1,2024,6,5,0,True,False
CUST0643,52,80,1.88,8,True,0,2024,8,6,2,False,True
CUST0644,46,280,2.35,19,True,0,2024,3,6,0,True,False
CUST0645,59,30,3.01,12,True,0,2024,2,6,1,True,False
CUST0646,58,80,0.3,108,False,1,2025,3,3,2,True,False
CUST0647,18,30,0.81,46,False,1,2025,2,5,1,False,True
CUST0648,46,80,0.47,54,False,1,2025,1,4,2,False,True
CUST0649,57,30,0.55,65,False,1,2024,3,4,1,False,True
CUST0650,45,30,1.28,10,True,0,2025,3,6,1,True,False
CUST0651,39,30,2.45,7,True,0,2023,8,6,1,False,True
CUST0652,32,80,0.51,61,False,1,2024,8,4,2,True,False
CUST0653,36,280,0.27,113,False,1,2025,4,3,0,False,True
CUST0654,49,30,1.1,88,False,1,2024,12,3,1,False,True
CUST0655,30,30,0.54,116,False,1,2024,8,2,1,True,False
CUST0656,40,280,0.83,87,False,1,2024,2,3,0,True,False
CUST0657,52,30,1.9,38,False,1,2025,2,5,1,False,True
CUST0658,34,80,1.28,4,True,0,2023,10,6,2,False,True
CUST0659,48,280,1.63,50,True,0,2023,9,5,0,True,False
CUST0660,28,80,0.75,29,True,0,2024,7,5,2,True,False
CUST0661,22,80,1.61,7,True,0,2023,12,6,2,False,True
CUST0662,27,80,1.52,52,False,1,2024,10,5,2,False,True
CUST0663,34,30,2.08,7,True,0,2024,9,6,1,True,False
CUST0664,57,280,1.87,8,True,0,2025,3,6,0,True,False
CUST0665,53,80,2.25,3,True,0,2024,5,6,2,True,False
CUST0666,31,30,2.73,8,True,0,2023,8,6,1,False,True
CUST0667,27,30,1.15,65,False,1,2023,7,4,1,True,False
CUST0668,53,30,0.79,26,False,0,2025,1,5,1,True,False
CUST0669,30,30,1.45,46,True,0,2024,4,5,1,False,True
CUST0670,48,80,1.88,30,True,0,2023,8,5,2,False,True
CUST0671,28,280,3.04,9,True,0,2024,7,6,0,False,True
CUST0672,32,30,1.98,16,True,0,2024,4,6,1,True,False
CUST0673,42,30,1.52,17,True,0,2024,7,6,1,True,False
CUST0674,39,30,1.65,44,True,0,2023,7,5,1,True,False
CUST0675,63,280,1.86,35,True,0,2024,12,5,0,True,False
CUST0676,52,80,2.92,6,True,0,2025,2,6,2,False,True
CUST0677,38,80,0.93,22,True,0,2024,6,5,2,False,True
CUST0678,63,30,1.85,7,True,0,2023,10,6,1,False,True
CUST0679,49,30,2.62,10,True,0,2024,12,6,1,False,True
CUST0680,39,30,2.65,10,True,0,2024,11,6,1,True,False
CUST0681,30,30,0.3,32,True,0,2024,5,5,1,True,False
CUST0682,19,30,1.08,43,True,0,2024,12,5,1,False,True
CUST0683,48,30,2.64,14,True,0,2023,6,6,1,True,False
CUST0684,40,30,0.82,38,True,0,2025,4,5,1,True,False
CUST0685,54,30,0.0,105,False,1,2024,1,3,1,False,True
CUST0686,50,30,1.9,17,True,0,2024,10,6,1,False,True
CUST0687,46,30,1.62,6,True,0,2023,8,6,1,True,False
CUST0688,61,280,1.06,39,False,1,2023,8,5,0,True,False
CUST0689,59,280,2.74,15,True,0,2025,2,6,0,True,False
CUST0690,25,280,2.77,0,True,0,2025,1,6,0,False,True
CUST0691,21,80,2.67,7,True,0,2024,7,6,2,False,True
CUST0692,52,280,1.74,46,True,0,2024,11,5,0,True,False
CUST0693,42,280,2.07,24,False,0,2024,12,5,0,False,True
CUST0694,38,30,1.9,13,True,0,2023,9,6,1,True,False
CUST0695,58,80,2.72,15,True,0,2024,5,6,2,True,False
CUST0696,30,30,1.41,23,False,0,2024,1,5,1,True,False
CUST0697,43,80,2.51,11,True,0,2024,1,6,2,True,False
CUST0698,34,80,0.75,58,False,1,2024,11,4,2,True,False
CUST0699,37,80,2.06,25,False,0,2024,12,5,2,True,False
CUST0700,33,30,2.01,45,True,0,2023,12,5,1,False,True
CUST0701,54,80,1.24,18,True,0,2024,3,6,2,False,True
CUST0702,64,280,0.68,48,False,1,2024,12,5,0,True,False
CUST0703,52,30,2.67,4,True,0,2024,3,6,1,True,False
CUST0704,55,80,2.3,7,True,0,2024,11,6,2,False,True
CUST0705,62,30,1.21,34,True,0,2024,5,5,1,False,True
CUST0706,34,30,3.05,21,True,0,2024,9,6,1,False,True
CUST0707,41,280,2.35,4,True,0,2023,10,6,0,True,False
CUST0708,33,30,3.53,19,True,0,2024,3,6,1,False,True
CUST0709,51,80,3.1,17,True,0,2025,3,6,2,False,True
CUST0710,36,30,2.09,18,True,0,2023,8,6,1,False,True
CUST0711,39,30,1.5,38,True,0,2024,12,5,1,True,False
CUST0712,62,280,1.99,26,False,0,2023,9,5,0,False,True
CUST0713,48,280,2.17,50,False,1,2025,3,5,0,False,True
CUST0714,36,30,1.2,59,True,0,2024,6,4,1,False,True
CUST0715,50,80,2.06,17,True,0,2025,1,6,2,True,False
CUST0716,45,30,1.99,14,True,0,2024,7,6,1,True,False
CUST0717,21,30,2.8,34,True,0,2024,1,5,1,False,True
CUST0718,64,30,3.07,14,True,0,2024,8,6,1,False,True
CUST0719,28,80,1.29,53,False,1,2024,10,4,2,False,True
CUST0720,26,30,0.62,40,True,0,2024,10,5,1,True,False
CUST0721,27,80,2.67,17,True,0,2025,1,6,2,True,False
CUST0722,20,80,2.0,27,True,0,2023,11,5,2,True,False
CUST0723,62,80,3.34,5,True,0,2025,2,6,2,True,False
CUST0724,34,280,0.81,95,False,1,2024,4,3,0,True,False
CUST0725,46,30,1.36,51,True,0,2023,12,5,1,False,True
CUST0726,37,80,2.85,16,True,0,2025,2,6,2,True,False
CUST0727,53,80,1.43,20,True,0,2025,1,6,2,True,False
CUST0728,43,80,2.55,3,True,0,2024,6,6,2,True,False
CUST0729,53,80,1.6,20,True,0,2025,4,6,2,False,True
CUST0730,58,280,2.0,13,True,0,2024,1,6,0,True,False
CUST0731,48,280,1.71,34,True,0,2023,9,5,0,True,False
CUST0732,41,280,2.02,3,True,0,2025,4,6,0,True,False
CUST0733,31,30,0.83,24,True,0,2023,12,5,1,True,False
CUST0734,33,30,1.29,30,True,0,2025,2,5,1,True,False
CUST0735,30,30,3.28,5,True,0,2024,1,6,1,False,True
CUST0736,61,30,2.24,8,True,0,2025,3,6,1,True,False
CUST0737,37,80,2.49,17,True,0,2024,7,6,2,True,False
CUST0738,60,30,3.04,3,True,0,2025,4,6,1,False,True
CUST0739,23,80,0.99,29,False,0,2024,3,5,2,True,False
CUST0740,35,80,1.67,46,False,1,2023,7,5,2,True,False
CUST0741,32,30,2.54,15,True,0,2023,8,6,1,False,True
CUST0742,24,30,0.47,65,False,1,2024,8,4,1,True,False
CUST0743,31,30,0.32,101,False,1,2023,10,3,1,False,True
CUST0744,54,30,0.25,102,False,1,2023,7,3,1,False,True
CUST0745,36,280,1.93,39,False,1,2024,4,5,0,True,False
CUST0746,38,80,2.1,11,True,0,2024,2,6,2,False,True
CUST0747,21,80,0.41,115,False,1,2024,6,2,2,False,True
CUST0748,39,30,0.79,47,False,1,2023,10,5,1,False,True
CUST0749,51,280,2.53,10,True,0,2024,9,6,0,True,False
CUST0750,58,30,1.77,53,False,1,2023,10,4,1,False,True
CUST0751,23,280,3.41,13,True,0,2023,11,6,0,False,True
CUST0752,23,80,0.17,109,False,1,2023,11,3,2,False,True
CUST0753,39,80,2.39,15,True,0,2024,12,6,2,False,True
CUST0754,19,30,0.0,118,False,1,2024,2,2,1,True,False
CUST0755,56,80,0.79,36,True,0,2024,8,5,2,True,False
CUST0756,29,30,3.2,14,True,0,2024,10,6,1,False,True
CUST0757,27,30,1.54,49,True,0,2025,1,5,1,True,False
CUST0758,49,80,1.59,21,True,0,2024,1,6,2,False,True
CUST0759,21,280,2.25,36,False,1,2023,8,5,0,True,False
CUST0760,32,280,2.32,7,True,0,2024,6,6,0,True,False
CUST0761,58,280,2.76,7,True,0,2023,7,6,0,True,False
CUST0762,45,80,2.94,16,True,0,2024,7,6,2,False,True
CUST0763,50,280,2.46,9,True,0,2024,2,6,0,True,False
CUST0764,52,30,0.94,20,False,0,2024,6,6,1,False,True
CUST0765,60,280,1.44,18,True,0,2024,10,6,0,False,True
CUST0766,22,30,2.24,18,True,0,2024,8,6,1,True,False
CUST0767,25,280,0.35,68,False,1,2025,4,4,0,False,True
CUST0768,45,30,1.06,85,False,1,2024,8,3,1,True,False
CUST0769,26,30,0.82,91,False,1,2024,1,3,1,True,False
CUST0770,32,30,2.52,15,True,0,2024,5,6,1,False,True
CUST0771,37,30,0.79,114,False,1,2023,9,2,1,False,True
CUST0772,29,30,2.08,16,True,0,2025,2,6,1,False,True
CUST0773,20,30,2.29,17,True,0,2024,7,6,1,False,True
CUST0774,60,80,3.77,7,True,0,2024,3,6,2,False,True
CUST0775,25,80,2.59,4,True,0,2024,6,6,2,False,True
CUST0776,49,80,0.44,92,False,1,2024,9,3,2,True,False
CUST0777,23,30,1.92,13,True,0,2025,1,6,1,False,True
CUST0778,36,30,1.74,46,True,0,2023,11,5,1,False,True
CUST0779,33,80,2.23,0,True,0,2024,3,6,2,True,False
CUST0780,62,80,0.85,35,False,1,2024,3,5,2,False,True
CUST0781,45,80,3.09,5,True,0,2023,10,6,2,False,True
CUST0782,48,80,3.09,4,True,0,2025,3,6,2,True,False
CUST0783,42,280,3.31,34,False,1,2023,12,5,0,False,True
CUST0784,51,30,2.74,4,True,0,2024,9,6,1,False,True
CUST0785,23,80,2.38,18,True,0,2024,3,6,2,False,True
CUST0786,61,30,2.64,10,True,0,2023,9,6,1,True,False
CUST0787,26,80,2.87,1,True,0,2024,9,6,2,True,False
CUST0788,39,80,2.53,2,True,0,2025,3,6,2,True,False
CUST0789,38,30,2.23,42,False,1,2024,3,5,1,True,False
CUST0790,43,30,2.22,0,True,0,2024,8,6,1,True,False
CUST0791,58,30,2.29,18,True,0,2025,1,6,1,False,True
CUST0792,64,80,2.88,17,True,0,2025,2,6,2,True,False
CUST0793,39,280,3.13,16,True,0,2024,8,6,0,False,True
CUST0794,22,30,0.36,55,False,1,2024,1,4,1,False,True
CUST0795,50,30,0.7,60,False,1,2025,1,4,1,True,False
CUST0796,51,280,0.85,16,False,0,2024,4,6,0,True,False
CUST0797,37,30,2.75,0,True,0,2024,9,6,1,False,True
CUST0798,25,280,2.56,2,True,0,2024,10,6,0,False,True
CUST0799,55,80,3.47,14,True,0,2025,2,6,2,True,False
CUST0800,38,30,1.15,49,True,0,2025,4,5,1,True,False
CUST0801,31,30,2.51,50,True,0,2024,12,5,1,False,True
CUST0802,29,280,2.01,31,True,0,2023,11,5,0,False,True
CUST0803,30,30,2.83,14,True,0,2025,4,6,1,False,True
CUST0804,35,30,2.64,18,True,0,2025,1,6,1,False,True
CUST0805,40,30,2.83,1,True,0,2023,11,6,1,True,False
CUST0806,63,30,1.1,52,False,1,2025,3,5,1,False,True
CUST0807,52,30,0.58,33,True,0,2024,5,5,1,False,True
CUST0808,47,280,2.31,13,True,0,2024,10,6,0,True,False
CUST0809,57,30,1.49,38,True,0,2025,3,5,1,True,False
CUST0810,31,80,1.88,40,True,0,2023,12,5,2,True,False
CUST0811,45,280,0.77,89,False,1,2024,4,3,0,True,False
CUST0812,24,30,2.03,13,True,0,2024,11,6,1,False,True
CUST0813,36,30,0.83,91,False,1,2023,7,3,1,False,True
CUST0814,31,30,0.31,52,True,0,2024,9,5,1,False,True
CUST0815,31,80,2.76,10,True,0,2023,10,6,2,True,False
CUST0816,52,30,0.7,103,False,1,2024,9,3,1,False,True
CUST0817,21,280,2.57,42,True,0,2024,10,5,0,False,True
CUST0818,25,30,2.98,1,True,0,2023,6,6,1,True,False
CUST0819,58,80,3.36,15,True,0,2024,12,6,2,False,True
CUST0820,46,30,0.52,106,False,1,2024,10,3,1,True,False
CUST0821,22,30,3.08,15,True,0,2023,9,6,1,True,False
CUST0822,37,30,2.04,4,True,0,2024,4,6,1,True,False
CUST0823,26,30,1.67,23,False,0,2024,8,5,1,False,True
CUST0824,21,30,0.7,79,False,1,2024,5,4,1,True,False
CUST0825,64,80,3.84,7,True,0,2024,1,6,2,True,False
CUST0826,29,80,1.94,11,True,0,2025,3,6,2,False,True
CUST0827,36,30,2.45,19,True,0,2025,1,6,1,False,True
CUST0828,46,30,2.63,36,True,0,2024,5,5,1,False,True
CUST0829,37,80,3.16,18,True,0,2025,1,6,2,False,True
CUST0830,21,30,1.25,21,False,0,2024,6,6,1,False,True
CUST0831,29,80,2.25,12,True,0,2023,8,6,2,True,False
CUST0832,20,280,0.87,36,True,0,2023,10,5,0,False,True
CUST0833,44,30,0.85,55,True,0,2024,3,4,1,True,False
CUST0834,18,280,2.19,7,True,0,2023,6,6,0,True,False
CUST0835,42,80,0.56,61,False,1,2024,10,4,2,False,True
CUST0836,29,280,2.39,5,True,0,2023,11,6,0,False,True
